story_id,premise,initial,counterfactual,original_ending,edited_ending,differences
e37c577a-c5b2-4ba0-afb2-498d2d1a0fed,Ivy was scared to go to summer camp.,But she steeled herself and got on the bus.,She decided not to get on the bus.,"When she got there, she went to talk to the other campers. Soon she had made a few new friends. Ivy ended up loving summer camp.","Her mom found out, she drove her there and made her talk to the other campers. Soon she had made a few new friends. Ivy ended up loving summer camp.","and, her, found, Her, out,, drove, there, mom"
e37c577a-c5b2-4ba0-afb2-498d2d1a0fed,Ivy was scared to go to summer camp.,But she steeled herself and got on the bus.,She decided not to get on the bus.,"When she got there, she went to talk to the other campers. Soon she had made a few new friends. Ivy ended up loving summer camp.","When her mom drove her there, she went to talk to the other campers. Soon she had made a few new friends. Ivy ended up loving summer camp.","her, mom, drove"
23255b83-0569-4621-a87e-88c306b6f16a,Cindy need a pedicure.,She went to the local nail salon.,"She went to the local nail salon, but it was boarded up.",The stylist massaged her feet. They also filed her toes. She chose a bright pink color for her polish.,The stylist was locking the store. She told Cindy she couldn't file her toes. Cindy had to keep the same color for her polish.,"told, Cindy, to, store., had, keep, locking, was, she, the, couldn't, same, file"
45dc3370-c33a-4575-91b8-429fd654fff6,Phil wanted to make steaks for dinner.,He went to the local butcher shop to get some meat.,He took a pack of steaks out of his freezer to defrost.,The guy working behind the counter was really informative. He helped him pick out the perfect cuts. Phil thanked the guy behind the counter.,The label on the steaks was very informative. Phil had picked out the perfect cuts. Phil was thankful he could afford a nice meal.,"very, afford, picked, he, steaks, had, could, label, on, nice, meal., a, thankful"
16849c78-6b2d-4958-9dff-f069edcd8fee,Henderson had dreamed of having a small coffee shop.,He started saving up his money to open a shop downtown.,He got an allergic reaction to coffee and had to abandon his dream.,Finally it was the day to open his new shop! Henderson had many customers on his first day. Henderson's coffee shop was very successful.,He decided to open a tea shop instead. Henderson had many customers on his first day Henderson's tea shop was very successful,"decided, He, tea, successful, instead., a"
6cdcabcc-d50d-4943-b6dc-b098e9f40267,Gayle lived by a pond where a lot of geese lived.,"Sometimes she would go to visit the geese, but they scared her.",It was getting cold and they all flew south for the winter.,"One day, she brought some pieces of bread to feed them. The geese came up to her to eat the bread. Gayle had fun feeding the geese.","One day, she brought some pieces of bread to feed them. No geese came up to her as they were south. Gayle missed the geese.","south., No, they, missed, were, as"
6cdcabcc-d50d-4943-b6dc-b098e9f40267,Gayle lived by a pond where a lot of geese lived.,"Sometimes she would go to visit the geese, but they scared her.",It was getting cold and they all flew south for the winter.,"One day, she brought some pieces of bread to feed them. The geese came up to her to eat the bread. Gayle had fun feeding the geese.","One day, she brought some pieces of bread to feed them. But no geese came up to her to eat the bread. Gayle was sad she missed out on feeding the geese.","out, sad, was, no, on, But, missed"
f78fb292-b127-492f-86cb-ec34e74e25e1,Benny was a track star at his school who suffered an injury.,This injury put him out of commission for three weeks.,He was out for the rest of the season.,He wasn't sure of he could make the comeback he needed to go to state. He put in the work every day and came back ahead of schedule. Benny's team won the title.,He knew that there was no way to make a comeback and play the state finals. He put in the work every day but he was still injured. Luckily Benny's team still won the title.,"injured., Luckily, way, state, knew, still, was, no, play, that, there, a, but, finals."
f78fb292-b127-492f-86cb-ec34e74e25e1,Benny was a track star at his school who suffered an injury.,This injury put him out of commission for three weeks.,He was out for the rest of the season.,He wasn't sure of he could make the comeback he needed to go to state. He put in the work every day and came back ahead of schedule. Benny's team won the title.,He couldn't make the comeback he needed to go to state. He still put in the work every day. Benny's team won the title.,"still, day., couldn't"
dc4f6b5b-618f-4521-8612-ea3b8a36d53f,"When I turned eighteen, I registered to vote.",I was so excited to participate in the democratic process.,I had an emergency on voting day and never made it to the polling station.,"I did research on each and every candidate. When voting day came, I went to the polling station. I was sad when my candidate lost the election.","I did research on each and every candidate. When voting day came, I had to miss voting. I was sad when my candidate lost the election.","voting., had, miss"
dc4f6b5b-618f-4521-8612-ea3b8a36d53f,"When I turned eighteen, I registered to vote.",I was so excited to participate in the democratic process.,I had an emergency on voting day and never made it to the polling station.,"I did research on each and every candidate. When voting day came, I went to the polling station. I was sad when my candidate lost the election.","I did research on each and every candidate the next election though. When voting day came, I went to the polling station. I was sad when my candidate lost the election that time.","next, though., time., that, election"
a7c449d7-d15f-484f-8324-358d55a798a4,Tim's truck needed an oil change.,He decided to do it himself to save some money.,He decided to take it to a local auto shop.,"Under the truck, he loosened the plug on the oil pan. Suddenly, oil poured everywhere! It created such a mess, maybe it wasn't worth saving the money.","Under the truck, the amateur mechanic loosened the plug on the oil pan. Suddenly, oil poured everywhere! It created such a mess.","amateur, mess., mechanic"
8779d8ec-cca4-4c02-8743-179835965a79,Shane and John were best friends at school.,Shane was caught stealing and got suspended from school.,Shane enjoyed volunteering his time helping others.,John was not allowed to be friends with Shane anymore. this bothered John greatly but his mom explained the reasons. She explained that Shane was a bad influence on John.,John wanted his friend Shane to volunteer too. This bothered Shane greatly but his mom explained the reasons. She explained that John was trying to be a good influence on Shane.,"volunteer, good, wanted, This, Shane., too., trying, friend"
8779d8ec-cca4-4c02-8743-179835965a79,Shane and John were best friends at school.,Shane was caught stealing and got suspended from school.,Shane enjoyed volunteering his time helping others.,John was not allowed to be friends with Shane anymore. this bothered John greatly but his mom explained the reasons. She explained that Shane was a bad influence on John.,John's mom allowed John to be volunteers with Shane. this excited John greatly and his mom explained the reasons. She explained that Shane was a good influence on John.,"and, good, excited, John's, Shane., volunteers"
36edc618-da45-4573-812b-5c89b0f161cd,Danny never liked to eat peas.,He told his mom that the peas were too slimy.,Danny learned to love peas.,One day his mom made him eat the peas on his plate. Danny hated every minute of it. Danny never ate peas again.,One day his mom asked him to eat the peas on his plate. Danny didn't mind it. Danny thinks peas are alright now.,"didn't, to, thinks, alright, asked, mind, are, now."
36edc618-da45-4573-812b-5c89b0f161cd,Danny never liked to eat peas.,He told his mom that the peas were too slimy.,Danny learned to love peas.,One day his mom made him eat the peas on his plate. Danny hated every minute of it. Danny never ate peas again.,One day his mom put lots of peas on his plate. Danny loved every minute of it. Danny always ate peas afterwards.,"loved, lots, put, always, afterwards."
36edc618-da45-4573-812b-5c89b0f161cd,Danny never liked to eat peas.,He told his mom that the peas were too slimy.,Danny learned to love peas.,One day his mom made him eat the peas on his plate. Danny hated every minute of it. Danny never ate peas again.,One day his mom gave him nothing but peas on his plate. Danny ate every one of them. Danny never ate peas again that week.,"gave, again, them., nothing, week., that, but, one"
e5730394-af32-407f-b807-a4c24cc6323b,Janey was having trouble seeing well.,She made an appointment with the eye doctor.,"Janey was deathly afraid of doctors, so she decided to ignore the problem.",The doctor said she needed glasses. Janey picked out the frames she wanted and then went home. She couldn't wait to get her new glasses.,It was obvious she needed glasses. Janey continued to ignore the problem. She had a lot of trouble reading the newspaper.,"newspaper., continued, lot, It, had, obvious, of, trouble, was, ignore, reading, a, problem."
e5730394-af32-407f-b807-a4c24cc6323b,Janey was having trouble seeing well.,She made an appointment with the eye doctor.,"Janey was deathly afraid of doctors, so she decided to ignore the problem.",The doctor said she needed glasses. Janey picked out the frames she wanted and then went home. She couldn't wait to get her new glasses.,She knew she probably needed glasses. Janey picked out frames online she'd like to get. She knew she would have to go to the eye doctor eventually.,"eventually., knew, probably, like, would, she'd, have, get., online, eye, go"
9ac15265-853f-43af-aa37-c9beb8ac6a0d,"One day, I woke up with the worst pain in my throat.",I could barely even swallow!,I could barely even breathe and died.,"I went to the doctor and she confirmed that I had strep. Thankfully, she gave me antibiotics. A couple of days later, I started to feel better, thank God!","My family went to the funeral. Thankfully, they gave me a nice ceremony. A couple of days later, I woke up in my coffin!","ceremony., my, in, funeral., My, nice, woke, they, coffin!, a, up, family"
9ac15265-853f-43af-aa37-c9beb8ac6a0d,"One day, I woke up with the worst pain in my throat.",I could barely even swallow!,I could barely even breathe and died.,"I went to the doctor and she confirmed that I had strep. Thankfully, she gave me antibiotics. A couple of days later, I started to feel better, thank God!","My parents took my body to the doctor and she confirmed that I was dead. They grieved. A couple of days later, they had my funeral.","my, parents, funeral., My, was, took, they, They, dead., grieved., body"
9ac15265-853f-43af-aa37-c9beb8ac6a0d,"One day, I woke up with the worst pain in my throat.",I could barely even swallow!,I could barely even breathe and died.,"I went to the doctor and she confirmed that I had strep. Thankfully, she gave me antibiotics. A couple of days later, I started to feel better, thank God!","My brother went to the doctor and she confirmed that I died from a rare disease. Thankfully, she gave my brother antibiotics. A couple of days later, my brother started to feel better, thank God, but I was dead.","my, rare, brother, My, was, God,, dead., but, died, a, from, disease."
91c770ab-6a68-4e3f-bf5e-eaeb4d86996f,Kristie's church was going on a mission trip to Alaska.,Kristie really wanted to go.,Kristie had no interest in going on the trip.,It was very expensive to go. Kristie worked at her job every chance she got. Her boss took up a collection to help her out.,It was too cold to go. Kristie worked at her job every chance she got. Her boss wanted her to help him out.,"cold, wanted, too, him"
91c770ab-6a68-4e3f-bf5e-eaeb4d86996f,Kristie's church was going on a mission trip to Alaska.,Kristie really wanted to go.,Kristie had no interest in going on the trip.,It was very expensive to go. Kristie worked at her job every chance she got. Her boss took up a collection to help her out.,It was very expensive to go. Kristie used every excuse she had. She told the church her boss said she couldn't have time off.,"used, told, church, She, off., have, couldn't, the, time, had., said, excuse"
6bf4001e-32d6-4725-a6fe-04e0976b8818,Joey was excited to go to the ice sculpture display with his dad.,His friend told him there all kinds of mythical creatures there.,His friend told him there were only human figure sculptures.,Joey ran from one to the other to be sure to see everything. His favorite was a dragon that was at least twice his size. Joey had a picture taken of a dragon sculpture.,Joey ran from one to the other to be sure to see everything. His favorite was a man that was at least twice his size. Joey had a picture taken of a man sculpture.,man
6bf4001e-32d6-4725-a6fe-04e0976b8818,Joey was excited to go to the ice sculpture display with his dad.,His friend told him there all kinds of mythical creatures there.,His friend told him there were only human figure sculptures.,Joey ran from one to the other to be sure to see everything. His favorite was a dragon that was at least twice his size. Joey had a picture taken of a dragon sculpture.,Joey ran from one to the other to be sure to see everything. His favorite was a giant human that was at least twice his size. Joey had a picture taken of a giant human sculpture.,"human, giant"
6bf4001e-32d6-4725-a6fe-04e0976b8818,Joey was excited to go to the ice sculpture display with his dad.,His friend told him there all kinds of mythical creatures there.,His friend told him there were only human figure sculptures.,Joey ran from one to the other to be sure to see everything. His favorite was a dragon that was at least twice his size. Joey had a picture taken of a dragon sculpture.,Joey ran from one to the other to be sure to see everything. His favorite was a ballerina that was at least twice his size. Joey had a picture taken of a ballerina sculpture.,ballerina
1161517a-7732-4f33-b709-cacb876c4750,Anna and Aidan were playing cards one night.,Then Aidan suggested they play board games.,Then Aidan suggested they play video games.,"Anna thought it'd be boring. She agreed anyway, and she was glad she did. She realized she loved board games.","Anna thought it'd be boring. She agreed anyway, and she was glad she did. She realized she loved video games.",video
1161517a-7732-4f33-b709-cacb876c4750,Anna and Aidan were playing cards one night.,Then Aidan suggested they play board games.,Then Aidan suggested they play video games.,"Anna thought it'd be boring. She agreed anyway, and she was glad she did. She realized she loved board games.","Anna thought it'd be boring. She agreed anyway, and she was glad she did. She realized she loved video games.",video
9bc37dea-54bb-47fb-8f84-3ba74129e41e,This year the American Idol auditions came to Philadelphia.,"Since Jen only lived 2 hours away, she auditioned for the show.","Since Jen lived 10 hours away, she wasn't able to audition for the show.",She arrived at the stadium among thousands of other contestants. Jen was so nervous when she stood in front of the judges. Jen surprised the judges with how well she sang.,She watched on tv as thousands of other contestants arrived at the stadium. Jen was so sad she wasn't able to stand in front of the judges. Jen knew she could have surprised the judges with how well she sang.,"sad, to, able, stadium., knew, could, have, stand, on, wasn't, watched, tv, as, contestants"
ab45103a-43ad-4f53-8804-16363631a587,Sam's Siberian Huskies dig huge holes all over the yard.,He decided to give them their own place to dig.,Sam used some obedience tips and was able to wean the dogs off the destructive habit.,He sectioned off an area with bricks. Sam made a habit of burying treats and toys in that area. The dogs love digging in their hole.,He sectioned off an area with bricks. Sam made a habit of leaving treats and toys in that area. The dogs stopped digging for holes.,"holes., stopped, for, leaving"
a722bbd6-cd96-4def-9be4-e4aba2a107af,Jenny always used to take long walks with her husband Bill.,"After they divorced, Jenny stayed in the house and didn't go on walks.",The walks were their special time together and Jenny and Bill never missed a day.,"One day Jenny decided to start taking walks again. She found that the walks were still nice, even without Bill. Jenny continued taking a walk every evening after that.","After Bill passed away Jenny decided to start taking walks again. She found that the walks were still nice, even without Bill. Jenny continued taking a walk every evening after that.","Bill, away, After, passed"
a722bbd6-cd96-4def-9be4-e4aba2a107af,Jenny always used to take long walks with her husband Bill.,"After they divorced, Jenny stayed in the house and didn't go on walks.",The walks were their special time together and Jenny and Bill never missed a day.,"One day Jenny decided to start taking walks again. She found that the walks were still nice, even without Bill. Jenny continued taking a walk every evening after that.","One day Jenny decided to start taking walks again after he passed. She found that the walks were still nice, even without Bill. Jenny continued taking a walk every evening after that.","he, again, passed."
a722bbd6-cd96-4def-9be4-e4aba2a107af,Jenny always used to take long walks with her husband Bill.,"After they divorced, Jenny stayed in the house and didn't go on walks.",The walks were their special time together and Jenny and Bill never missed a day.,"One day Jenny decided to start taking walks again. She found that the walks were still nice, even without Bill. Jenny continued taking a walk every evening after that.","One day Jenny decided to start taking walks again after he had passed away. She found that the walks were still nice, even without Bill. Jenny continued taking a walk every evening after that.","again, away., passed, had, he"
c59ed048-175b-420a-be2b-007ff116429f,"Miles knew his girlfriend, Teresa, loved pandas.",He devised a plan to give her the perfect birthday gift.,He devised a day trip to the zoo with her.,"He spent his whole week making stuffed pandas for her. When her birthday came, he gave them to her. Teresa was so grateful she gave Miles a kiss right on the spot.","He spent his whole week planning their route. When her birthday came, he drove them to the zoo. Teresa was so grateful she gave Miles a kiss right on the spot.","planning, route., drove, their, zoo."
c59ed048-175b-420a-be2b-007ff116429f,"Miles knew his girlfriend, Teresa, loved pandas.",He devised a plan to give her the perfect birthday gift.,He devised a day trip to the zoo with her.,"He spent his whole week making stuffed pandas for her. When her birthday came, he gave them to her. Teresa was so grateful she gave Miles a kiss right on the spot.","He spent his whole week planning the perfect outing. When her birthday came, he took her to the zoo to see the pandas. Teresa was so grateful she gave Miles a kiss right on the spot.","pandas., planning, see, perfect, took, zoo, outing."
190bbd22-5684-42b1-b6f8-4a3d58629867,Barbara had a problem with her ex-boyfriend.,Sometimes he would come by her house asking for a date.,Sometimes he would drive by and wave at her.,She would tell him no but he still continued to do it. Eventually her boyfriend got fed up and told him off. He stopped coming around.,She would not wave back at him but he still continued to drive by. Eventually her boyfriend got fed up and told him off. He stopped coming around.,"not, by., back, wave, at, drive"
009c79f2-f612-483a-9199-d6d9ca361525,Kevin decided to take his girlfriend ice skating.,The two of them had so much fun at the rink.,They didn't have any skates to fit them there.,They held hands and skated around. One time they fell but got back up. Kevin and his girlfriend liked doing things together.,They held hands as they watched others skate. They saw a couple fall but they got back up. Kevin and his girlfriend liked doing things together.,"saw, fall, skate., watched, others, a, as, couple"
009c79f2-f612-483a-9199-d6d9ca361525,Kevin decided to take his girlfriend ice skating.,The two of them had so much fun at the rink.,They didn't have any skates to fit them there.,They held hands and skated around. One time they fell but got back up. Kevin and his girlfriend liked doing things together.,They held hands and watched others skate around. One time they saw someone fall but get back up. Kevin and his girlfriend liked doing things together.,"get, saw, fall, someone, watched, others, skate"
d0071382-11b9-4b42-af56-66a51e1a3185,Kay was surprised to see her mother still had her tree up in May.,Her mother wanted to leave the tree up longer.,Her mother took it down the next day.,When her mother left Kay took down the tree. Her mother was upset she took down the tree. Kay and her mom then made up.,When her mother left Kay put the tree back up. Her mother was upset she put the tree back up. Kay and her mom laughed about it.,"back, tree, put, laughed, it., about"
d0071382-11b9-4b42-af56-66a51e1a3185,Kay was surprised to see her mother still had her tree up in May.,Her mother wanted to leave the tree up longer.,Her mother took it down the next day.,When her mother left Kay took down the tree. Her mother was upset she took down the tree. Kay and her mom then made up.,When her mother left Kay put the tree back up. Her mother was upset she put the tree back up. Kay and her mom then made up.,"tree, put, back"
d0071382-11b9-4b42-af56-66a51e1a3185,Kay was surprised to see her mother still had her tree up in May.,Her mother wanted to leave the tree up longer.,Her mother took it down the next day.,When her mother left Kay took down the tree. Her mother was upset she took down the tree. Kay and her mom then made up.,When her mother left Kay put the tree back up. Her mother was upset she put up the tree. Kay and her mom then made up.,"up, tree, put, back"
3ef628ad-9066-4712-bd4f-aa47ccfcc117,My exam was a week from now.,I decided to study today so I can understand the material better.,I knew everything because I had paid attention.,A few days passed and I've spent a couple of hours studying. Unfortunately I caught a during the day before the exam. Hopefully I be able to get through the exam.,A few days passed and I hadn't bothered studying. Unfortunately I caught a cold the day before the exam Hopefully I will be able to get through the exam,"hadn't, cold, bothered, will, exam"
3ef628ad-9066-4712-bd4f-aa47ccfcc117,My exam was a week from now.,I decided to study today so I can understand the material better.,I knew everything because I had paid attention.,A few days passed and I've spent a couple of hours studying. Unfortunately I caught a during the day before the exam. Hopefully I be able to get through the exam.,"I didn't need to study. Unfortunately, I caught a cold the day before the exam. Hopefully I'll be able to get through the exam.","didn't, cold, I'll, Unfortunately,, study., need"
54ee102b-6b77-4aac-b211-5613be388b6a,May was visiting the beach in Fredonia.,"She loved the clear, warm blue water.",It was the middle of winter and freezing!,The lake was so inviting! May jumped in and swam for a few hours. She was tired afterwards.,The lake didn't look inviting. May had hope to jump in and swim for a few hours. She was disappointed.,"swim, didn't, to, disappointed., jump, had, look, hope, inviting."
54ee102b-6b77-4aac-b211-5613be388b6a,May was visiting the beach in Fredonia.,"She loved the clear, warm blue water.",It was the middle of winter and freezing!,The lake was so inviting! May jumped in and swam for a few hours. She was tired afterwards.,The lake was so inviting for ice fishing. May dropped a line in and fished for a few hours. She was tired afterwards.,"line, ice, dropped, fishing., inviting, fished"
cb5d2caa-a84a-4b24-b220-31fa7f86c2ed,I needed gas for my car.,I did not have enough money for any gallons.,I had a gift card for gas.,I looked under my couch pillows and in my pockets. I finally found enough change. I was able to get gas for my car.,I looked under my couch pillows and in my pockets. I finally found the gift card. I was able to get gas for my car.,"the, gift, card."
cb5d2caa-a84a-4b24-b220-31fa7f86c2ed,I needed gas for my car.,I did not have enough money for any gallons.,I had a gift card for gas.,I looked under my couch pillows and in my pockets. I finally found enough change. I was able to get gas for my car.,I couldn't find it and looked under my couch pillows for it. I finally found it. I was able to get gas for my car.,"it., couldn't, it, find"
cb5d2caa-a84a-4b24-b220-31fa7f86c2ed,I needed gas for my car.,I did not have enough money for any gallons.,I had a gift card for gas.,I looked under my couch pillows and in my pockets. I finally found enough change. I was able to get gas for my car.,I looked under my couch pillows and in my pockets for the gift card. I finally found it. I was able to get gas for my car.,"gift, pockets, card., the, it."
cb7989d9-784c-4d5d-86d8-efb318998212,My cousins kept getting sick.,The doctors couldn't figure out why.,The doctors finally determined that it was lupus.,Eventually they started testing their water. It turned out to be contaminated. My cousins sued the water company.,Eventually they started testing their water. It turned out to be the cause of the lupus. My cousins sued the water company.,"cause, lupus., of"
cb7989d9-784c-4d5d-86d8-efb318998212,My cousins kept getting sick.,The doctors couldn't figure out why.,The doctors finally determined that it was lupus.,Eventually they started testing their water. It turned out to be contaminated. My cousins sued the water company.,Eventually they started treatments. It turned out to be very effective. My cousins got better.,"very, treatments., got, effective., better."
cb7989d9-784c-4d5d-86d8-efb318998212,My cousins kept getting sick.,The doctors couldn't figure out why.,The doctors finally determined that it was lupus.,Eventually they started testing their water. It turned out to be contaminated. My cousins sued the water company.,Eventually they started the rest of the water. It turned out to be non-communicable. My cousins were slightly relieved.,"non-communicable., of, relieved., were, slightly, rest"
21dbe8c6-ba1a-405c-a47d-9fa178c0a3da,Laura found a stray kitten walking along her porch.,Laura fed the kitten some cat food.,Laura was out of cat food.,The kitten was really hungry! Laura nursed the kitten to good health. Laura bonded with the kitten.,The kitten was really hungry! Laura fed the kitten milk. Laura bonded with the kitten.,"milk., fed"
21dbe8c6-ba1a-405c-a47d-9fa178c0a3da,Laura found a stray kitten walking along her porch.,Laura fed the kitten some cat food.,Laura was out of cat food.,The kitten was really hungry! Laura nursed the kitten to good health. Laura bonded with the kitten.,The kitten was really hungry! Laura got some food and nursed the kitten to good health. Laura bonded with the kitten.,"got, some, and, food"
f59b757c-dc5b-4ccb-85bf-ad556eebf235,Harry had a big crush on Mary.,He asked her out on a date one evening.,He was too nervous to ask her out on a date.,Mary told him that she wasn't interested. Harry was saddened by her response. He became very depressed.,"Mary would have told him that she wasn't interested. Harry would have been saddened by her response. He would have become very depressed, so it's good he didn't ask her out.","didn't, so, good, ask, been, it's, have, would, become, out., he, depressed,"
f59b757c-dc5b-4ccb-85bf-ad556eebf235,Harry had a big crush on Mary.,He asked her out on a date one evening.,He was too nervous to ask her out on a date.,Mary told him that she wasn't interested. Harry was saddened by her response. He became very depressed.,His friend told him that she wasn't interested anyway. Harry was saddened by her disinterest. He became very depressed.,"His, interested, anyway., disinterest., friend"
f59b757c-dc5b-4ccb-85bf-ad556eebf235,Harry had a big crush on Mary.,He asked her out on a date one evening.,He was too nervous to ask her out on a date.,Mary told him that she wasn't interested. Harry was saddened by her response. He became very depressed.,Mary told him to go out on a date instead. Harry was surprised by Mary. He became very excited.,"out, surprised, to, Mary., on, excited., date, instead., a, go"
4942c71b-dcc5-46f6-b59f-84d778a84e40,Kimmi really wanted a new cell phone.,She asked her father if he could buy one for her.,She saved her money to buy a new cell phone.,He said no. She decided that she would work to get it for herself. She saved enough money to buy a cell phone on her own.,"Her allowance was small, and she didn't have a job. She decided to get a job and work for it. She saved enough money to buy a cell phone on her own.","didn't, and, Her, was, have, job, small,, it., job., allowance"
4942c71b-dcc5-46f6-b59f-84d778a84e40,Kimmi really wanted a new cell phone.,She asked her father if he could buy one for her.,She saved her money to buy a new cell phone.,He said no. She decided that she would work to get it for herself. She saved enough money to buy a cell phone on her own.,They were expensive. She worked hard to get it for herself. She was proud that she had saved enough money to buy a cell phone on her own.,"had, was, hard, They, proud, were, worked, expensive."
73c40173-522e-47b7-9051-d3569be0a196,I had to write an analysis paper for English.,I read the source material over and over.,"I called a friend, and he agreed to let me copy his paper.","I thought about it very hard. Then, I wrote my analysis paper. I put a lot of effort into the paper.","I thought about it very hard. Then, I decided to copy his analysis paper. I did not put a lot of effort into the paper.","not, decided, to, his, copy, did"
73c40173-522e-47b7-9051-d3569be0a196,I had to write an analysis paper for English.,I read the source material over and over.,"I called a friend, and he agreed to let me copy his paper.","I thought about it very hard. Then, I wrote my analysis paper. I put a lot of effort into the paper.","I look at his paper very hard. Then, I copied it to my analysis paper. My friend had put a lot of effort into the paper.","to, paper, had, look, My, at, his, friend, copied"
73c40173-522e-47b7-9051-d3569be0a196,I had to write an analysis paper for English.,I read the source material over and over.,"I called a friend, and he agreed to let me copy his paper.","I thought about it very hard. Then, I wrote my analysis paper. I put a lot of effort into the paper.","I thought about it very hard. Then, I copied his analysis paper. I put no effort into the paper.","no, his, copied"
705f0cca-4757-40eb-afac-565c81f743e7,Sally needed to file some papers.,"Before that she needed to make copies, though.","Before that, she needed to nap.",She knew this meant walking down to the basement. Once she was down there she made copies. She went back up and filed all the papers.,"She knew this meant walking down to the basement. Once she was down there she fell asleep. When she woke up, she went back up and filed all the papers","up,, fell, woke, papers, asleep., When"
705f0cca-4757-40eb-afac-565c81f743e7,Sally needed to file some papers.,"Before that she needed to make copies, though.","Before that, she needed to nap.",She knew this meant walking down to the basement. Once she was down there she made copies. She went back up and filed all the papers.,She knew this meant walking down to the basement break room. Once she was down there she took her nap. She went back up and filed all the papers.,"room., her, basement, break, took, nap."
705f0cca-4757-40eb-afac-565c81f743e7,Sally needed to file some papers.,"Before that she needed to make copies, though.","Before that, she needed to nap.",She knew this meant walking down to the basement. Once she was down there she made copies. She went back up and filed all the papers.,She forgot to set her alarm and overslept. Sally was rushing her papers. She ended up messing all of her papers to file.,"her, set, file., alarm, ended, overslept., Sally, of, rushing, papers, messing, forgot"
01c6979c-a4cb-4663-86a4-dee74e048e99,I promised my wife I would learn to water ski.,We went with her family out to the lake.,We went with her family out to the movies.,"When it was my turn to ski, I was too afraid. I made up a story about my legs hurting. I felt like a true coward.","The movie was good, and when it was my turn to ski the next day, I was too afraid. I made up a story about my legs hurting. I felt like a true coward.","day,, and, The, ski, when, next, the, movie, good,"
01c6979c-a4cb-4663-86a4-dee74e048e99,I promised my wife I would learn to water ski.,We went with her family out to the lake.,We went with her family out to the movies.,"When it was my turn to ski, I was too afraid. I made up a story about my legs hurting. I felt like a true coward.","When it was my turn to ski the next day, I was too afraid. I made up a story about my legs hurting. I felt like a true coward and wished we were back at the movies.","day,, and, back, ski, next, coward, wished, movies., the, we, at, were"
bf1dae84-3057-429c-bd29-a6886aba15f6,Nancy was trying to print out her class assignment.,The printer caught an error and froze.,The printer printed them out perfectly and quickly.,"It took several minutes to reboot. When she received the papers, they were empty. Nancy felt frustrated.",Nancy grabbed the papers She took them and turned them in Nancy felt happy,"and, grabbed, She, happy, turned, them, papers, in"
bf1dae84-3057-429c-bd29-a6886aba15f6,Nancy was trying to print out her class assignment.,The printer caught an error and froze.,The printer printed them out perfectly and quickly.,"It took several minutes to reboot. When she received the papers, they were empty. Nancy felt frustrated.","It took several minutes for the printing. When she received the papers, they were perfect. Nancy felt relieved.","perfect., printing., for, relieved."
bf1dae84-3057-429c-bd29-a6886aba15f6,Nancy was trying to print out her class assignment.,The printer caught an error and froze.,The printer printed them out perfectly and quickly.,"It took several minutes to reboot. When she received the papers, they were empty. Nancy felt frustrated.","It just took couple of minutes to be printed. When she handed it to her class, they were amazed. Nancy felt happy.","her, just, it, happy., of, handed, be, printed., amazed., class,, couple"
15e501e5-cab9-4461-9412-5a637707a1c3,Greg was at a party.,He saw a girl he thought was very attractive.,"Greg felt very awkward, because he was gay and hadn't yet come out to his friends.",He approached her and tried to flirt. Then her boyfriend showed up and was mad at him. Greg apologized and moved on to meet other girls at the party.,"Even though he was gay, he approached a girl and tried to flirt. Then her boyfriend showed up and was mad at him. Greg apologized and moved on to meet other girls at the party.","a, Even, girl, gay,, he, though"
15e501e5-cab9-4461-9412-5a637707a1c3,Greg was at a party.,He saw a girl he thought was very attractive.,"Greg felt very awkward, because he was gay and hadn't yet come out to his friends.",He approached her and tried to flirt. Then her boyfriend showed up and was mad at him. Greg apologized and moved on to meet other girls at the party.,He approached a girl and tried to flirt so no one would get suspicious. Then her boyfriend showed up and was mad at him. Greg apologized and moved on to meet other girls at the party.,"so, girl, flirt, would, no, suspicious., a, one, get"
4835c7bd-1e52-4347-b409-cf29aa542353,Evan was starting high school.,He was very nervous.,He was happy.,He feared no one would talk to him. But then he found that all the students were very kind to him. Evan decided he liked high school.,He never feared that no one would talk to him. Then he found that all the students were very kind to him. Evan decided he liked high school.,"Then, never"
4835c7bd-1e52-4347-b409-cf29aa542353,Evan was starting high school.,He was very nervous.,He was happy.,He feared no one would talk to him. But then he found that all the students were very kind to him. Evan decided he liked high school.,He was confident everyone would talk to him. But then he found that all the students were very kind to him. Evan decided he liked high school.,"everyone, confident, was"
4835c7bd-1e52-4347-b409-cf29aa542353,Evan was starting high school.,He was very nervous.,He was happy.,He feared no one would talk to him. But then he found that all the students were very kind to him. Evan decided he liked high school.,He knew others would talk to him. And he found that all the students were very kind to him. Evan decided he liked high school.,"knew, And, others"
64c9ccdc-2e31-41cb-8169-d71b2c2f23d6,Kim went through her closet and pulled out all her old clothes.,She took scissors and cut up all the clothes into strips.,She took them downtown and donated them to a thrift store.,She took them and began to sew them to make a dress. Kim put on her new dress and wore it around town. Everyone stared at nice dress.,After dropping them off she found and bought a dress. Kim put on her new dress and wore it around town. Everyone stared at nice dress.,"found, After, bought, dropping, she, off"
